row_id,task,difficulty,model,variant,valid,overall_correct,methods_correct,columns_correct,over_selection,under_selection,n_pred_methods,n_gt_methods,pred_methods,gt_methods,ssc,drop_rate,add_rate_in,add_rate_out,label_clarity_auto,verdicts,selfcheck_changed
280,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
281,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
282,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
283,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
284,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
285,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
286,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
287,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
288,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,1,1,Pearson Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
289,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
290,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
291,Correlation Analysis,hard,14B,V4,1,0,0,1,1,1,2,1,Pearson Correlation Coefficient|Spearman Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
292,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
293,Correlation Analysis,easy,14B,V4,1,1,1,1,0,0,1,1,Partial Correlation Coefficient,Partial Correlation Coefficient,,,,,n/a,,0
294,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
295,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
296,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
297,Distribution Compliance Test,hard,14B,V4,1,1,1,1,0,0,3,3,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
298,Variance Test,easy,14B,V4,1,0,0,0,0,1,2,4,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,1
299,Contingency Table Test,hard,14B,V4,1,0,0,0,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
300,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
301,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
302,Variance Test,hard,14B,V4,1,0,0,1,1,1,2,2,Levene Test|Bartlett Test,Mood Variance Test|Levene Test,,,,,n/a,,1
303,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
304,Correlation Analysis,easy,14B,V4,1,0,0,1,1,1,2,1,Spearman Correlation Coefficient|Kendall Correlation Coefficient,Partial Correlation Coefficient,,,,,n/a,,0
305,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
306,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,1
307,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
308,Variance Test,easy,14B,V4,1,0,0,1,0,1,1,4,F-Test for Variance,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,0
309,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
310,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
311,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
312,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
313,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
314,Contingency Table Test,hard,14B,V4,1,0,0,1,1,1,1,1,Chi-square Independence Test,Fisher Exact Test,,,,,n/a,,1
315,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
316,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
317,Descriptive Statistics,easy,14B,V4,1,0,0,1,1,0,2,1,Variance|Standard Deviation,Standard Deviation,,,,,n/a,,0
318,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
319,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
320,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
321,Correlation Analysis,easy,14B,V4,1,0,0,1,1,0,2,1,Pearson Correlation Coefficient|Partial Correlation Coefficient,Partial Correlation Coefficient,,,,,n/a,,0
322,Variance Test,hard,14B,V4,1,0,0,1,1,1,3,2,Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,,,,,n/a,,0
323,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
324,Correlation Analysis,hard,14B,V4,1,0,0,1,1,0,3,1,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Kendall Correlation Coefficient,,,,,n/a,,0
325,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
326,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
327,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
328,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
329,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,9,3,Mean|Median|Standard Deviation|Skewness|Kurtosis|Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
330,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,1,3,Shapiro-Wilk Test of Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
331,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
332,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
333,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
334,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Fisher Exact Test,,,,,n/a,,0
335,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
336,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
337,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,1
338,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
339,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
340,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
341,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
342,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,,,,,n/a,,0
343,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
344,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
345,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
346,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
347,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
348,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
349,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
350,Variance Test,easy,14B,V4,1,0,0,1,0,1,1,4,Levene Test,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,,,,,n/a,,1
351,Contingency Table Test,hard,14B,V4,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Fisher Exact Test,,,,,n/a,,0
352,Descriptive Statistics,easy,14B,V4,1,0,0,1,1,1,2,1,Standard Deviation|Variance,Range,,,,,n/a,,0
353,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
354,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Levene Test|Mood Variance Test,Mood Variance Test|Levene Test,,,,,n/a,,1
355,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
356,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
357,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
358,Distribution Compliance Test,easy,14B,V4,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
359,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
360,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
361,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
362,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
363,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
364,Variance Test,hard,14B,V4,1,0,0,1,0,1,1,2,Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
365,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
366,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,1,3,Pearson Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
367,Distribution Compliance Test,hard,14B,V4,1,0,0,0,0,1,2,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
368,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
369,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
370,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
371,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
372,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
373,Descriptive Statistics,easy,14B,V4,1,0,0,1,1,0,12,1,Mean|Median|Mode|Range|Quartile|Standard Deviation|Skewness|Kurtosis|Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Kurtosis,,,,,n/a,,0
374,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
375,Distribution Compliance Test,hard,14B,V4,1,0,0,0,1,1,5,3,Mean|Median|Standard Deviation|F-Test for Variance|Pearson Correlation Coefficient,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
376,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
377,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
378,Distribution Compliance Test,easy,14B,V4,1,0,0,1,1,0,2,1,Kolmogorov-Smirnov Test|Anderson-Darling Test,Kolmogorov-Smirnov Test,,,,,n/a,,0
379,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,1
380,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
381,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
382,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,3,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
383,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
384,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
385,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
386,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
387,Contingency Table Test,hard,14B,V4,1,1,1,1,0,0,1,1,Chi-square Independence Test,Chi-square Independence Test,,,,,n/a,,0
388,Correlation Analysis,easy,14B,V4,1,0,0,1,0,1,2,3,Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,,,,,n/a,,0
389,Distribution Compliance Test,hard,14B,V4,1,0,0,1,0,1,1,3,Shapiro-Wilk Test of Normality,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,1
390,Contingency Table Test,easy,14B,V4,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,0
391,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
392,Contingency Table Test,easy,14B,V4,1,0,0,1,0,1,1,2,Chi-square Independence Test,Chi-square Independence Test|Fisher Exact Test,,,,,n/a,,1
393,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
394,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,0,4,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,0
395,Distribution Compliance Test,hard,14B,V4,1,0,0,1,0,1,2,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,,,,,n/a,,0
396,Distribution Compliance Test,hard,14B,V4,1,0,0,1,1,1,2,3,Shapiro-Wilk Test of Normality|Anderson-Darling Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,,,,,n/a,,1
397,Variance Test,hard,14B,V4,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,,,,,n/a,,1
