row_id,task,difficulty,model,variant,valid,overall_correct,methods_correct,columns_correct,over_selection,under_selection,n_pred_methods,n_gt_methods,pred_methods,gt_methods,ssc,drop_rate,add_rate_in,add_rate_out,n_summary,n_summary_applicable,n_summary_notapplicable,n_final_methods,n_dropped,n_added_in,n_added_out,n_consistent,label_clarity_auto,verdicts
126,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test|Kolmogorov-Smirnov Test for Normality,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
127,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
128,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
129,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.7777777777777778,0.4,0.0,0.0,9,5,4,3,2,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Mode=include|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
130,Contingency Table Test,easy,14B,V2,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
131,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
132,Variance Test,hard,14B,V2,1,0,0,1,1,0,3,2,Mood Variance Test|Levene Test|Bartlett Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=exclude
133,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
134,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
135,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
136,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
137,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
138,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
139,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
140,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
141,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.7777777777777778,0.4,0.0,0.0,9,5,4,3,2,0,0,7,fully_labeled,Anderson-Darling Test=include|Mode=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
142,Variance Test,hard,14B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
143,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.6666666666666666,0.3333333333333333,,0.0,6,6,0,4,2,0,0,4,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=include|Mode=include|Lilliefors Test=include
144,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
145,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
146,Correlation Analysis,easy,14B,V2,1,1,1,1,0,0,1,1,Partial Correlation Coefficient,Partial Correlation Coefficient,1.0,0.0,0.0,0.0,4,1,3,1,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=include
147,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
148,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
149,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
150,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
151,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
152,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
153,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
154,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
155,Variance Test,hard,14B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
156,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
157,Correlation Analysis,hard,14B,V2,1,0,0,1,1,0,3,1,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude
158,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,7,3,Median|Range|Quartile|Skewness|Kurtosis|Mood Variance Test|Levene Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,11,7,4,7,0,0,0,11,fully_labeled,Mean=exclude|Median=include|Range=include|Quartile=include|Standard Deviation=exclude|Skewness=include|Kurtosis=include|Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
159,Contingency Table Test,hard,14B,V2,1,0,0,0,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
160,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,1.0,0.0,0.0,0.0,8,4,4,4,0,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
161,Variance Test,hard,14B,V2,1,1,1,1,0,0,2,2,Mood Variance Test|Levene Test,Mood Variance Test|Levene Test,1.0,0.0,0.0,0.0,4,2,2,2,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=exclude|F-Test for Variance=exclude
162,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
163,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
164,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
165,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
166,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
167,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,1,3,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.875,0.25,0.0,0.0,8,4,4,3,1,0,0,7,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
168,Distribution Compliance Test,easy,14B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
169,Distribution Compliance Test,easy,14B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
170,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
171,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
172,Distribution Compliance Test,hard,14B,V2,1,0,0,1,1,0,4,3,Anderson-Darling Test|Shapiro-Wilk Test of Normality|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,Anderson-Darling Test|Kolmogorov-Smirnov Test for Normality|Lilliefors Test,0.8888888888888888,0.2,0.0,0.0,9,5,4,4,1,0,0,8,fully_labeled,Anderson-Darling Test=include|Shapiro-Wilk Test of Normality=include|Kolmogorov-Smirnov Test for Normality=include|Kolmogorov-Smirnov Test=exclude|Lilliefors Test=include|Mean=include|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
173,Correlation Analysis,easy,14B,V2,1,1,1,1,0,0,3,3,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,Pearson Correlation Coefficient|Spearman Correlation Coefficient|Kendall Correlation Coefficient,1.0,0.0,0.0,0.0,4,3,1,3,0,0,0,4,fully_labeled,Pearson Correlation Coefficient=include|Spearman Correlation Coefficient=include|Kendall Correlation Coefficient=include|Partial Correlation Coefficient=exclude
174,Contingency Table Test,easy,14B,V2,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
175,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
176,Contingency Table Test,easy,14B,V2,1,1,1,1,0,0,2,2,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test|Fisher Exact Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
177,Variance Test,hard,14B,V2,1,0,0,1,1,0,4,2,Mood Variance Test|Levene Test|Bartlett Test|F-Test for Variance,Mood Variance Test|Levene Test,1.0,0.0,,0.0,4,4,0,4,0,0,0,4,fully_labeled,Mood Variance Test=include|Levene Test=include|Bartlett Test=include|F-Test for Variance=include
178,Contingency Table Test,hard,14B,V2,1,0,0,1,1,0,2,1,Chi-square Independence Test|Fisher Exact Test,Chi-square Independence Test,1.0,0.0,0.0,0.0,3,2,1,2,0,0,0,3,fully_labeled,Chi-square Independence Test=include|Fisher Exact Test=include|Mantel-Haenszel Test=exclude
179,Distribution Compliance Test,easy,14B,V2,1,0,0,1,0,1,0,1,,Kolmogorov-Smirnov Test,1.0,,0.0,,8,0,8,0,0,0,0,8,partially_labeled,Kolmogorov-Smirnov Test=exclude|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
180,Distribution Compliance Test,easy,14B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,8,1,7,1,0,0,0,8,fully_labeled,Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test=include|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude
181,Distribution Compliance Test,easy,14B,V2,1,1,1,1,0,0,1,1,Kolmogorov-Smirnov Test,Kolmogorov-Smirnov Test,1.0,0.0,0.0,0.0,27,1,26,1,0,0,0,27,fully_labeled,Kolmogorov-Smirnov Test=include|Anderson-Darling Test=exclude|Shapiro-Wilk Test of Normality=exclude|Lilliefors Test=exclude|Kolmogorov-Smirnov Test for Normality=exclude|Kolmogorov-Smirnov Test for Uniform distribution=exclude|Kolmogorov-Smirnov Test for Gamma distribution=exclude|Kolmogorov-Smirnov Test for Exponential distribution=exclude|Chi-square Independence Test=exclude|Fisher Exact Test=exclude|Mantel-Haenszel Test=exclude|Mean=exclude|Median=exclude|Mode=exclude|Range=exclude|Quartile=exclude|Standard Deviation=exclude|Skewness=exclude|Kurtosis=exclude|Mood Variance Test=exclude|Levene Test=exclude|Bartlett Test=exclude|F-Test for Variance=exclude|Pearson Correlation Coefficient=exclude|Spearman Correlation Coefficient=exclude|Kendall Correlation Coefficient=exclude|Partial Correlation Coefficient=exclude
