"question_id","task","method","verdict","expected","j1"
"20","Correlation Analysis","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"20","Correlation Analysis","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"21","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"21","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"21","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"21","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"22","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"22","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"22","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"22","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"23","Variance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"23","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Range","APPLICABLE","NOT_APPLICABLE","wrong"
"23","Variance Test","Standard Deviation","APPLICABLE","NOT_APPLICABLE","wrong"
"23","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"23","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"23","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"23","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"24","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","APPLICABLE","wrong"
"24","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"24","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Chi-square Independence Test","APPLICABLE","NOT_APPLICABLE","wrong"
"25","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Fisher Exact Test","NOT_APPLICABLE","APPLICABLE","wrong"
"25","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"25","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"26","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"26","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"26","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"27","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"27","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"27","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"27","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"27","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Median","APPLICABLE","NOT_APPLICABLE","wrong"
"27","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Skewness","APPLICABLE","NOT_APPLICABLE","wrong"
"27","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"27","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"28","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","APPLICABLE","wrong"
"28","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"28","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Chi-square Independence Test","APPLICABLE","NOT_APPLICABLE","wrong"
"29","Contingency Table Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Mantel-Haenszel Test","APPLICABLE","APPLICABLE","correct"
"29","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"29","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
